amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
8174.34,18,31.07,0.162,0.691,1,0,4,483,electronics,card,0
420.13,19,121.72,0.978,0.721,0,0,6,1095,travel,upi,0
2319.77,10,21.92,0.328,0.516,0,0,6,1618,travel,card,0
202.89,6,22.4,0.334,0.709,2,0,7,1982,electronics,card,0
432.57,8,98.33,0.687,0.723,2,0,6,1813,travel,upi,0
4995.88,16,115.93,0.049,0.066,0,0,5,1903,grocery,upi,0
844.8,20,9.87,0.826,0.223,0,0,6,415,fashion,card,0
2540.01,15,85.74,0.997,0.013,0,0,3,233,grocery,upi,0
1389.86,12,80.78,0.775,0.51,1,0,4,373,gaming,upi,0
987.37,15,17.34,0.782,0.876,1,0,3,1958,gaming,netbanking,0
4289.18,1,204.84,0.39,0.61,0,0,4,444,electronics,card,0
865.53,14,54.31,0.066,0.5,0,0,3,1511,grocery,upi,0
184.8,1,33.77,0.793,0.926,0,0,0,817,travel,netbanking,0
491.16,23,33.0,0.597,0.172,0,0,3,1367,grocery,upi,0
1903.01,21,34.21,0.909,0.075,1,0,4,1508,travel,card,1
1628.65,12,4.0,0.116,0.917,2,0,5,1808,fashion,netbanking,0
228.82,8,111.75,0.305,0.903,1,0,3,182,electronics,card,0
531.48,17,236.87,0.361,0.683,0,0,7,656,gaming,netbanking,1
612.95,15,172.01,0.683,0.246,0,0,8,245,grocery,netbanking,1
760.92,16,36.89,0.788,0.97,1,0,2,804,fashion,netbanking,0
277.02,12,100.98,0.961,0.765,2,0,2,736,travel,netbanking,1
585.01,5,32.88,0.295,0.674,1,0,12,1743,electronics,upi,0
529.21,1,12.75,0.494,0.223,0,0,4,1409,travel,netbanking,0
2372.11,6,36.52,0.029,0.513,0,0,3,216,electronics,card,0
2462.97,12,37.45,0.253,0.823,0,0,4,896,fashion,card,0
947.84,10,15.71,0.374,0.86,0,0,1,1421,gaming,upi,0
740.97,12,40.18,0.594,0.561,1,0,0,1484,travel,netbanking,0
1261.33,6,47.98,0.471,0.523,0,0,1,1621,fashion,netbanking,0
484.65,22,23.6,0.364,0.698,2,0,3,456,fashion,netbanking,0
348.34,8,4.38,0.624,0.528,1,0,7,1771,gaming,netbanking,1
428.28,20,20.19,0.829,0.418,0,0,8,1808,travel,upi,0
581.25,9,164.27,0.242,0.085,1,0,5,446,travel,card,0
342.59,10,65.23,0.343,0.126,0,0,3,1323,grocery,card,0
1289.56,14,30.2,0.705,0.76,2,0,4,1361,fashion,card,1
2274.96,6,23.73,0.778,0.025,0,0,2,1760,gaming,netbanking,0
224.28,5,81.61,0.825,0.052,1,0,3,180,gaming,netbanking,0
1124.54,9,16.04,0.209,0.905,0,0,8,472,fashion,netbanking,0
880.13,19,19.52,0.539,0.704,0,1,6,1723,electronics,netbanking,0
1543.04,3,141.16,0.9,0.004,0,0,3,81,fashion,upi,0
1082.54,10,45.67,0.392,0.312,0,0,2,968,electronics,netbanking,0
256.31,16,13.53,0.43,0.763,1,0,4,594,gaming,card,0
310.32,16,2.17,0.985,0.418,2,0,4,1252,grocery,card,0
1129.38,10,269.02,0.113,0.469,1,0,4,951,gaming,upi,0
3068.0,1,0.17,0.706,0.459,1,0,2,1704,fashion,netbanking,0
119.8,0,57.86,0.85,0.202,0,0,4,163,gaming,upi,0
1549.56,11,81.21,0.151,0.721,0,0,5,1016,electronics,upi,0
3603.36,19,62.12,0.714,0.103,1,0,6,1041,travel,upi,0
941.03,0,37.59,0.47,0.507,1,0,4,1022,electronics,upi,0
1901.13,21,147.49,0.853,0.17,1,0,3,163,fashion,card,0
542.9,16,163.93,0.907,0.047,0,0,4,934,fashion,card,0
973.24,0,39.49,0.872,0.143,0,0,6,1762,fashion,upi,1
216.82,8,54.46,0.064,0.869,0,0,5,1205,fashion,card,0
105.18,5,55.07,0.757,0.176,2,1,0,226,grocery,card,0
2815.14,22,85.33,0.922,0.278,0,0,4,1437,travel,upi,0
409.53,13,16.8,0.621,0.138,0,0,5,1857,electronics,upi,0
695.39,7,5.01,0.601,0.736,3,0,3,1612,gaming,card,0
274.12,6,41.35,0.045,0.445,0,0,6,196,travel,netbanking,0
267.74,13,8.43,0.856,0.944,0,0,1,69,grocery,upi,0
921.65,0,48.18,0.046,0.664,1,0,2,360,electronics,card,0
528.7,6,120.48,0.314,0.531,0,0,6,702,travel,card,0
1600.34,3,46.47,0.926,0.657,0,0,0,1851,electronics,card,0
1724.23,14,57.53,0.95,0.04,3,0,6,870,fashion,upi,0
1511.49,16,68.22,0.992,0.951,0,0,8,1940,fashion,card,1
1392.14,11,102.11,0.476,0.956,0,0,3,206,fashion,netbanking,0
5312.24,3,63.6,0.177,0.276,1,0,0,1525,travel,upi,0
377.06,8,41.64,0.488,0.628,1,0,2,1505,fashion,netbanking,0
1038.01,20,39.98,0.102,0.202,2,1,4,1919,electronics,card,0
3403.94,4,15.53,0.873,0.547,1,0,7,1050,fashion,card,1
3883.69,3,41.02,0.561,0.771,2,0,5,1215,grocery,upi,0
264.6,2,106.59,0.405,0.94,0,1,1,13,fashion,netbanking,1
802.43,19,37.49,0.08,0.339,4,0,3,1764,electronics,netbanking,0
4264.67,2,32.68,0.405,0.694,0,0,3,1266,gaming,card,1
1822.71,13,59.62,0.866,0.716,0,0,5,1404,electronics,card,0
1333.1,23,13.32,0.703,0.221,0,0,4,684,gaming,upi,0
882.11,15,6.67,0.082,0.629,1,0,3,164,travel,upi,0
747.1,9,93.56,0.16,0.655,0,0,2,1456,gaming,card,0
1462.96,4,24.57,0.392,0.764,0,0,5,1468,electronics,netbanking,0
852.03,0,21.86,0.101,1.0,3,0,2,367,travel,netbanking,0
1050.92,3,148.36,0.934,0.04,1,0,5,1651,fashion,upi,0
1186.3,22,173.88,0.652,0.202,0,0,0,12,fashion,card,0
556.65,3,50.52,0.095,0.145,1,0,0,1309,electronics,upi,0
1867.08,0,71.45,0.788,0.154,1,0,3,182,travel,netbanking,0
20216.3,19,243.25,0.368,0.454,0,0,5,1506,electronics,netbanking,0
185.49,10,36.67,0.245,0.879,1,1,3,886,fashion,netbanking,0
1516.28,8,142.3,0.57,0.449,0,1,2,661,travel,netbanking,0
512.76,17,94.8,0.013,0.668,0,0,4,1498,grocery,upi,0
1953.55,12,215.7,0.465,0.376,0,0,3,1608,electronics,upi,0
1148.9,21,18.44,0.844,0.32,1,0,2,1211,electronics,netbanking,0
2349.26,11,117.69,0.928,0.834,1,0,1,1469,travel,card,1
3552.85,17,12.38,0.343,0.656,1,0,3,39,gaming,upi,0
1329.32,21,117.37,0.642,0.351,2,0,2,1644,gaming,netbanking,0
3401.77,11,27.75,0.227,0.914,1,0,6,1187,fashion,netbanking,0
105.18,6,4.13,0.56,0.499,0,0,6,322,gaming,card,0
5380.05,23,126.19,0.254,0.188,1,0,3,969,grocery,netbanking,0
1595.69,5,3.8,0.571,0.483,0,0,3,1257,gaming,card,1
3222.28,0,133.63,0.172,0.675,0,1,5,1595,travel,card,1
323.8,13,15.31,0.941,0.367,0,0,2,1040,electronics,netbanking,0
477.82,23,59.51,0.887,0.844,1,0,4,520,electronics,card,0
1268.94,2,2.35,0.337,0.533,2,0,5,516,electronics,card,0
1078.11,20,5.58,0.777,0.468,0,0,5,1440,gaming,netbanking,0
1455.45,19,21.08,0.096,0.859,0,0,1,1726,travel,netbanking,0
3243.85,22,32.08,0.74,0.463,1,0,5,1267,grocery,card,1
187.69,10,13.8,0.282,0.414,0,0,3,1600,gaming,upi,1
2903.93,6,8.56,0.136,0.104,1,0,7,1249,fashion,netbanking,0
1105.75,12,10.97,0.678,0.362,0,0,4,987,electronics,upi,0
894.46,3,47.75,0.47,0.397,2,0,5,817,fashion,card,0
251.86,20,4.26,0.53,0.181,0,0,3,983,electronics,card,0
1813.56,15,172.6,0.521,0.588,0,0,0,35,travel,upi,0
98.09,11,176.72,0.059,0.144,0,0,1,1161,grocery,card,1
2097.27,12,4.71,0.051,0.224,0,0,3,383,electronics,upi,0
246.63,17,88.12,0.601,0.561,0,0,4,1801,electronics,card,0
1156.85,12,82.15,0.624,0.269,1,0,3,1690,fashion,upi,0
973.44,20,57.73,0.047,0.64,2,0,2,993,fashion,card,0
3531.71,22,20.42,0.378,0.691,0,0,4,1237,fashion,netbanking,0
917.22,22,57.97,0.613,0.301,1,0,4,84,travel,card,0
547.77,14,136.86,0.657,0.087,0,1,7,1160,electronics,card,0
660.76,17,24.51,0.828,0.489,1,0,7,1701,travel,card,0
3916.22,7,111.77,0.421,0.093,0,0,0,1056,electronics,upi,0
1874.87,0,44.37,0.548,0.515,2,0,2,1722,travel,netbanking,0
745.73,9,158.4,0.579,0.726,0,0,9,163,fashion,card,1
865.71,20,68.28,0.312,0.62,1,0,5,1949,gaming,netbanking,0
228.79,3,124.08,0.054,0.448,0,0,5,701,electronics,card,0
1617.24,13,215.79,0.004,0.946,1,0,9,64,grocery,card,0
188.7,4,40.37,0.836,0.102,1,0,1,1242,electronics,card,0
2325.75,10,80.39,0.2,0.88,1,0,3,1232,gaming,netbanking,0
1247.16,3,252.49,0.63,0.8,0,0,3,259,travel,upi,1
11931.67,17,396.79,0.577,0.42,0,1,1,700,travel,upi,1
364.99,19,59.04,0.4,0.153,0,0,3,1842,travel,upi,0
989.64,18,204.34,0.833,0.156,0,0,2,386,electronics,card,0
6622.89,16,32.58,0.698,0.922,2,1,4,154,gaming,card,1
3609.73,5,36.68,0.023,0.234,2,0,3,1645,fashion,netbanking,0
546.64,12,197.55,0.777,0.874,3,0,3,1362,gaming,netbanking,0
1371.92,2,70.98,0.507,0.503,2,0,3,1002,grocery,card,1
1098.83,8,127.54,0.347,0.462,0,0,6,609,fashion,upi,0
1453.83,12,33.02,0.727,0.62,1,0,5,1743,grocery,netbanking,0
545.29,16,117.1,0.686,0.215,0,0,5,1728,grocery,netbanking,0
1002.93,2,137.24,0.311,0.428,0,0,6,11,gaming,card,0
221.84,19,35.29,0.983,0.938,2,0,4,1655,electronics,card,0
1255.29,11,51.48,0.649,0.238,0,0,5,951,electronics,upi,0
1719.9,21,29.14,0.606,0.922,0,0,7,673,grocery,netbanking,1
873.56,12,156.09,0.07,0.994,0,0,3,703,grocery,card,0
218.1,13,86.21,0.279,0.052,1,0,4,929,fashion,card,1
2946.97,16,13.04,0.447,0.531,1,0,0,1151,travel,netbanking,0
1578.97,19,222.96,0.631,0.172,0,0,5,1918,travel,upi,0
530.59,3,76.06,0.513,0.622,1,0,4,59,grocery,card,0
828.32,12,35.82,0.763,0.99,0,0,4,1219,gaming,netbanking,0
244.53,0,70.73,0.263,0.897,0,0,6,140,grocery,netbanking,1
393.31,11,17.35,0.702,0.925,1,0,4,21,travel,netbanking,0
640.46,19,27.14,0.817,0.213,2,0,3,613,travel,netbanking,0
3745.91,20,139.93,0.765,0.542,1,0,4,1556,grocery,upi,0
578.53,6,26.82,0.771,0.235,1,0,4,697,travel,card,0
2080.19,9,281.2,0.889,0.899,1,0,1,729,travel,netbanking,0
640.14,13,19.43,0.084,0.191,0,0,2,1805,travel,upi,0
1405.22,9,160.94,0.697,0.154,1,0,0,558,electronics,upi,0
952.04,4,163.54,0.969,0.012,1,0,5,1537,gaming,card,1
2625.58,7,91.81,0.574,0.182,0,0,5,1665,grocery,card,0
642.39,9,18.56,0.217,0.19,0,0,3,1299,fashion,card,0
227.57,12,33.94,0.999,0.077,0,0,3,1935,electronics,upi,0
275.35,22,53.58,0.175,0.868,0,0,4,1967,electronics,card,0
644.27,13,109.54,0.336,0.78,0,1,5,133,electronics,netbanking,1
314.49,9,289.1,0.172,0.254,1,0,2,348,fashion,upi,0
1652.78,15,82.7,0.465,0.783,2,0,3,786,grocery,card,0
688.3,18,87.07,0.419,0.422,0,0,3,1335,electronics,upi,0
11785.28,10,112.38,0.491,0.776,0,0,10,566,travel,netbanking,0
192.92,11,44.35,0.928,0.323,0,0,6,1278,grocery,card,0
1344.31,5,18.55,0.478,0.565,0,0,3,1796,gaming,netbanking,0
354.97,20,171.16,0.515,0.382,1,0,3,22,electronics,netbanking,0
669.55,20,302.73,0.887,0.188,0,0,3,1736,gaming,upi,0
1263.22,4,125.61,0.818,0.586,1,0,8,977,fashion,card,1
107.19,8,24.01,0.24,0.751,2,0,3,1803,electronics,upi,0
1389.68,6,75.22,0.013,0.753,2,0,3,1363,fashion,netbanking,0
7353.32,22,85.89,0.629,0.356,0,0,10,94,travel,card,0
696.84,1,40.78,0.845,0.519,1,0,2,1805,travel,netbanking,0
1421.98,4,82.35,0.553,0.764,0,0,3,109,gaming,card,0
3056.18,7,265.21,0.211,0.054,1,0,1,508,fashion,upi,0
930.8,13,51.29,0.741,0.072,0,0,6,1107,gaming,upi,0
613.41,5,56.47,0.67,0.376,1,0,3,1808,gaming,card,0
112.65,12,87.02,0.565,0.223,1,0,2,342,gaming,upi,0
2081.81,17,53.08,0.863,0.375,0,0,4,1081,travel,upi,0
979.29,19,139.79,0.784,0.094,1,0,2,234,travel,card,0
398.34,2,40.72,0.668,0.592,0,0,3,685,gaming,card,0
1244.63,3,77.27,0.665,0.672,2,0,5,528,gaming,upi,0
611.75,2,117.8,0.662,0.792,0,0,4,861,electronics,card,1
646.5,21,20.4,0.525,0.651,0,0,6,1421,fashion,upi,0
2010.81,15,56.12,0.464,0.396,1,0,7,1444,travel,card,0
287.61,12,49.52,0.71,0.935,1,0,5,1346,grocery,card,0
3125.39,18,44.79,0.61,0.726,1,0,2,64,grocery,upi,0
271.05,14,38.27,0.49,0.528,0,0,3,1572,grocery,netbanking,0
565.27,5,14.86,0.127,0.207,1,0,5,1297,electronics,upi,0
7502.16,12,93.85,0.702,0.649,1,0,4,134,gaming,upi,0
3385.83,16,8.7,0.646,0.592,2,0,2,1894,electronics,netbanking,1
1209.07,0,169.02,0.342,0.683,1,0,4,1535,gaming,upi,0
428.15,14,32.51,0.356,0.781,0,0,5,1386,travel,netbanking,0
645.95,11,27.65,0.247,0.915,1,1,7,986,travel,upi,0
1180.01,1,31.15,0.962,0.949,0,0,5,1591,electronics,card,1
1138.56,6,191.89,0.86,0.63,1,0,2,632,fashion,upi,0
1001.37,10,33.43,0.561,0.966,0,0,4,1452,travel,upi,1
1063.34,8,63.94,0.402,0.911,0,0,7,1224,electronics,upi,0
885.03,6,9.74,0.737,0.003,2,0,5,1224,fashion,card,0
259.31,15,146.37,0.528,0.638,0,0,10,1601,fashion,netbanking,1
654.25,9,173.33,0.976,0.178,0,0,2,354,fashion,card,0
2737.02,11,3.12,0.055,0.295,1,0,8,216,travel,netbanking,0
279.13,19,29.21,0.034,0.298,0,0,7,1115,fashion,upi,0
907.27,2,14.94,0.569,0.483,0,0,0,1616,electronics,netbanking,0
483.11,8,303.66,0.203,0.011,0,0,2,514,gaming,card,0
1225.8,1,19.89,0.604,0.236,1,0,5,1143,travel,card,1
743.5,22,109.07,0.781,0.029,0,0,6,1914,electronics,card,0
4804.91,4,125.5,0.138,0.651,0,1,4,1243,travel,netbanking,1
1819.98,19,212.83,0.441,0.889,0,0,4,166,gaming,card,0
295.36,4,36.85,0.689,0.998,1,0,5,1759,gaming,upi,0
2145.71,7,9.95,0.834,0.449,0,0,4,1952,electronics,card,0
505.4,14,6.7,0.496,0.26,1,0,1,1422,gaming,card,1
615.85,19,74.18,0.206,0.853,1,0,4,1225,electronics,netbanking,0
1500.9,4,95.61,0.586,0.113,0,0,7,1171,grocery,card,0
670.65,5,40.82,0.455,0.974,1,0,1,1250,electronics,netbanking,0
2678.08,21,80.86,0.772,0.715,0,0,4,678,electronics,netbanking,0
505.47,7,63.28,0.556,0.504,1,0,4,1293,electronics,netbanking,0
590.55,5,45.95,0.279,0.097,1,0,5,1025,electronics,upi,0
568.86,17,90.09,0.754,0.018,2,0,7,1586,electronics,netbanking,0
622.88,2,9.86,0.518,0.545,1,0,2,1674,grocery,netbanking,0
3291.81,20,15.64,0.178,0.414,0,0,3,1422,electronics,netbanking,0
2056.57,21,97.22,0.563,0.843,0,0,2,1991,travel,upi,0
6062.9,20,332.91,0.948,0.642,4,0,8,902,travel,upi,1
10589.78,7,83.62,0.706,0.432,1,0,5,1514,travel,netbanking,0
391.23,2,45.92,0.299,0.226,2,0,6,691,electronics,card,0
1176.64,10,117.9,0.711,0.48,1,0,1,1582,grocery,upi,0
338.25,8,346.5,0.283,0.163,2,0,4,542,gaming,card,0
503.91,23,31.8,0.543,0.667,0,0,6,1401,gaming,upi,0
584.01,15,31.92,0.527,0.606,1,0,4,38,travel,card,0
381.02,22,0.47,0.247,0.81,1,0,4,1536,fashion,card,0
383.03,18,38.07,0.348,0.45,1,0,2,588,grocery,card,0
949.29,17,8.13,0.942,0.279,1,0,4,493,grocery,netbanking,0
324.82,2,190.43,0.251,0.836,3,1,3,674,travel,netbanking,1
2545.61,1,245.85,0.801,0.691,0,1,3,853,fashion,upi,1
438.01,1,12.05,0.667,0.707,2,0,3,265,fashion,upi,1
18207.14,14,336.41,0.533,0.528,1,0,3,1116,electronics,card,0
698.28,4,59.19,0.138,0.876,0,0,3,256,gaming,card,0
1178.52,23,1.65,0.205,0.228,3,0,3,1103,fashion,card,1
300.26,3,218.98,0.179,0.402,0,1,5,743,electronics,card,1
6039.59,22,38.55,0.587,0.796,2,0,3,1198,travel,upi,0
3359.34,16,145.52,0.973,0.133,1,0,3,311,electronics,netbanking,0
1475.74,2,36.93,0.877,0.808,2,0,3,1947,grocery,card,0
285.2,1,21.68,0.025,0.353,0,0,2,39,grocery,upi,0
1353.79,9,67.63,0.274,0.126,1,0,3,1711,travel,upi,0
357.3,8,13.5,0.157,0.079,0,0,5,710,grocery,card,0
4733.19,7,118.21,0.976,0.843,0,0,1,1657,gaming,upi,0
2463.15,12,140.66,0.236,0.779,1,0,4,1196,gaming,upi,0
1206.45,3,20.01,0.201,0.288,1,0,2,1662,fashion,netbanking,0
95.93,3,110.87,0.621,0.116,0,0,4,1114,fashion,upi,1
410.18,16,97.77,0.556,0.247,1,0,3,1588,fashion,upi,0
2181.49,23,255.78,0.226,0.213,1,0,4,1314,fashion,netbanking,0
3688.16,6,8.74,0.67,0.733,0,0,1,1361,gaming,netbanking,0
3324.82,22,15.67,0.097,0.216,0,0,5,1147,travel,upi,0
223.18,8,37.39,0.019,0.216,0,0,7,520,gaming,upi,0
1482.6,8,17.67,0.082,0.032,0,0,8,1699,electronics,upi,0
3027.57,2,41.86,0.365,0.597,0,0,9,1712,gaming,netbanking,0
208.86,10,7.01,0.975,0.689,0,0,11,1448,fashion,card,1
1088.0,11,121.41,0.547,0.653,1,0,3,566,grocery,card,0
1442.08,15,96.54,0.755,0.569,2,0,6,820,grocery,netbanking,0
811.78,3,51.33,0.321,0.966,1,0,5,1452,grocery,upi,0
172.06,4,227.8,0.719,0.473,3,0,3,381,electronics,upi,0
791.79,10,416.87,0.966,0.86,3,0,1,230,fashion,card,1
790.52,1,43.06,0.358,0.646,2,0,6,811,gaming,upi,0
945.7,3,222.35,0.999,0.084,3,0,5,1099,gaming,upi,0
624.24,15,46.56,0.638,0.81,1,0,4,1788,grocery,upi,0
704.15,22,135.19,0.749,0.584,0,0,4,644,travel,card,0
1053.94,13,142.9,0.252,0.654,2,0,6,440,gaming,card,0
1706.93,3,35.06,0.643,0.18,1,1,4,1411,gaming,upi,0
808.82,23,87.21,0.511,0.437,2,0,4,1751,grocery,upi,0
728.04,12,39.11,0.956,0.881,1,0,5,1712,fashion,netbanking,0
1202.74,17,116.97,0.905,0.215,0,0,3,1268,grocery,card,0
160.63,4,42.25,0.397,0.0,1,0,7,40,grocery,netbanking,0
1766.99,13,12.95,0.947,0.258,0,0,2,1309,gaming,upi,0
1096.02,1,143.82,0.885,0.488,0,0,4,237,gaming,card,0
1141.04,15,117.53,0.59,0.821,2,0,7,1577,grocery,netbanking,0
2866.18,4,138.13,0.082,0.643,0,0,8,1851,gaming,upi,0
155.58,21,104.72,0.161,0.919,0,0,6,1225,gaming,card,0
152.35,1,138.97,0.077,0.456,0,0,3,486,travel,upi,0
1442.03,15,19.43,0.108,0.391,0,0,3,604,grocery,card,0
1088.86,3,121.98,0.977,0.231,1,0,8,1464,fashion,netbanking,0
1300.07,16,21.02,0.212,0.218,0,0,5,1522,travel,card,0
690.82,11,80.11,0.691,0.736,2,0,5,1626,electronics,netbanking,0
2131.02,23,83.43,0.637,0.08,0,0,2,212,gaming,card,0
2786.77,15,34.25,0.631,0.243,1,0,6,1483,fashion,card,0
1779.31,8,85.54,0.207,0.886,3,1,2,1921,electronics,card,1
844.86,2,121.33,0.579,0.577,0,0,2,73,travel,netbanking,1
133.26,14,62.1,0.626,0.047,1,0,2,867,electronics,upi,0
2366.66,10,11.14,0.57,0.704,0,0,5,1473,travel,card,0
3720.93,1,25.39,0.186,0.507,1,0,3,1063,electronics,card,0
2089.25,13,126.24,0.723,0.855,2,0,7,1923,fashion,card,0
455.03,5,52.24,0.073,0.682,0,0,8,1355,travel,upi,0
2151.23,5,40.35,0.591,0.004,2,0,2,743,grocery,card,0
2592.89,0,198.14,0.436,0.206,1,0,3,1247,grocery,upi,0
5212.51,8,45.03,0.25,0.258,0,0,7,1423,grocery,card,0
456.64,5,290.79,0.807,0.702,1,1,1,1565,grocery,netbanking,0
874.41,1,98.03,0.176,0.509,0,0,6,560,grocery,upi,0
2315.25,10,172.33,0.933,0.747,1,0,2,1832,fashion,card,0
1161.43,5,47.83,0.885,0.513,1,0,2,1994,travel,card,0
358.77,3,146.89,0.361,0.327,2,0,3,439,grocery,netbanking,0
1660.07,11,27.34,0.305,0.104,1,0,3,424,travel,card,0
1956.01,1,31.61,0.137,0.203,0,0,5,775,electronics,card,0
1197.47,23,109.62,0.916,0.401,0,0,6,618,travel,card,0
1365.92,11,11.55,0.628,0.551,0,0,4,380,travel,card,0
846.66,23,38.21,0.032,0.939,0,0,4,344,travel,netbanking,0
4809.17,21,96.13,0.511,0.24,4,0,5,1422,electronics,netbanking,0
445.55,23,237.7,0.086,0.666,0,0,4,1910,grocery,netbanking,0
609.52,13,23.47,0.574,0.153,0,0,5,200,fashion,card,0
1108.75,10,153.31,0.509,0.714,1,1,7,1147,fashion,netbanking,0
2641.11,17,60.87,0.083,0.011,0,0,4,566,gaming,netbanking,0
245.34,1,368.98,0.816,0.656,0,0,3,501,fashion,netbanking,1
295.81,20,183.73,0.262,0.163,0,0,1,1148,electronics,netbanking,0
142.92,7,71.89,0.541,0.18,1,1,6,277,fashion,netbanking,1
1133.08,0,130.12,0.639,0.559,1,0,1,175,gaming,upi,1
358.42,5,3.16,0.962,0.375,0,0,3,1750,grocery,card,0
746.54,5,165.02,0.494,0.471,0,0,5,897,travel,netbanking,0
2124.68,0,30.12,0.917,0.309,2,0,2,134,fashion,netbanking,0
577.35,16,122.67,0.355,0.953,0,0,4,1754,gaming,upi,0
1381.99,2,72.52,0.857,0.291,0,1,3,1290,travel,upi,1
812.94,20,35.66,0.236,0.542,0,0,1,1479,gaming,netbanking,0
2147.62,10,218.69,0.707,0.854,0,0,4,1224,fashion,upi,0
1763.63,17,1.87,0.089,0.664,0,0,3,952,fashion,upi,0
548.98,8,45.81,0.986,0.323,2,0,0,1545,grocery,netbanking,0
926.44,3,33.85,0.954,0.552,3,0,1,696,travel,netbanking,1
3114.25,4,23.59,0.442,0.083,0,0,2,1366,fashion,card,0
1625.18,15,76.61,0.524,0.546,0,0,3,1766,grocery,card,0
271.25,17,76.56,0.598,0.431,1,0,2,1674,gaming,card,0
2112.48,6,67.09,0.275,0.758,0,0,5,1113,fashion,card,0
370.7,8,91.66,0.674,0.848,1,0,0,85,gaming,netbanking,0
4503.06,22,27.14,0.699,0.2,1,0,4,40,fashion,netbanking,1
3053.67,20,259.93,0.525,0.082,1,0,8,866,gaming,upi,0
1465.4,9,5.32,0.148,0.391,0,0,2,1329,gaming,netbanking,0
1283.35,5,216.57,0.919,0.534,2,1,7,171,grocery,upi,1
889.77,7,5.91,0.115,0.377,4,0,4,827,gaming,netbanking,0
2161.43,12,35.05,0.629,0.629,0,0,3,816,travel,netbanking,0
756.89,13,55.09,0.103,0.506,0,0,1,923,travel,netbanking,0
1387.93,4,18.28,0.146,0.937,4,0,1,1126,electronics,netbanking,0
2622.63,1,48.5,0.021,0.409,0,0,10,565,travel,card,0
625.28,11,43.39,0.363,0.082,0,0,4,1191,travel,netbanking,0
592.18,19,101.26,0.64,0.302,0,0,1,910,travel,upi,1
332.17,3,39.31,0.522,0.606,1,0,6,1850,fashion,card,0
378.24,9,51.6,0.675,0.256,2,0,4,655,fashion,netbanking,0
176.2,3,32.01,0.675,0.269,2,0,2,1844,fashion,netbanking,1
2275.21,5,361.62,0.14,0.34,0,0,4,1924,travel,card,0
6693.65,14,20.71,0.057,0.746,0,0,4,626,gaming,upi,1
4561.14,6,51.35,0.625,0.94,0,0,6,820,gaming,netbanking,1
215.71,6,79.43,0.653,0.35,1,0,3,1401,gaming,netbanking,0
2263.92,23,37.93,0.557,0.195,2,0,5,922,fashion,upi,0
4546.47,4,2.07,0.246,0.421,1,0,6,1428,electronics,card,0
694.5,4,69.82,0.811,0.352,0,1,2,525,gaming,upi,1
1213.72,22,50.75,0.076,0.99,4,0,6,1914,gaming,upi,0
147.25,13,1.5,0.632,0.464,0,0,6,1399,electronics,netbanking,0
1431.87,1,68.54,0.12,0.679,0,0,2,177,gaming,card,0
378.58,10,24.98,0.654,0.914,1,0,3,493,travel,card,0
1338.94,13,105.96,0.418,0.629,0,0,3,1238,fashion,netbanking,0
230.17,6,3.63,0.718,0.249,0,1,3,593,electronics,netbanking,0
1887.22,13,45.71,0.052,0.607,1,0,6,820,electronics,upi,0
3054.93,15,26.19,0.555,0.402,0,0,3,1296,travel,upi,0
501.11,6,5.01,0.145,0.422,0,0,9,701,grocery,upi,0
351.81,19,173.36,0.682,0.979,1,0,6,1809,grocery,card,1
126.97,10,51.51,0.12,0.279,0,0,3,1238,travel,card,0
840.16,23,36.78,0.074,0.469,0,0,3,844,gaming,upi,0
613.03,2,125.61,0.713,0.16,2,0,4,566,grocery,upi,0
232.52,7,48.7,0.064,0.179,1,0,7,598,electronics,card,0
1725.06,17,85.97,0.225,0.603,0,0,2,81,electronics,upi,0
699.26,21,50.95,0.825,0.751,0,0,5,181,electronics,upi,0
374.0,5,44.7,0.81,0.636,1,0,2,1557,grocery,netbanking,0
629.82,23,88.41,0.854,0.329,0,0,4,1539,grocery,upi,0
3201.28,4,2.67,0.326,0.06,1,1,7,182,travel,upi,0
2004.07,9,49.7,0.528,0.47,1,0,6,1109,travel,upi,0
962.92,7,254.32,0.773,0.504,0,0,5,663,fashion,card,0
2036.74,10,11.41,0.137,0.771,0,0,5,1398,gaming,upi,0
343.47,21,140.67,0.724,0.64,3,1,3,1193,grocery,upi,1
1132.71,17,21.76,0.097,0.871,1,0,3,1601,electronics,upi,1
1270.7,19,169.68,0.913,0.783,1,1,3,1251,gaming,card,0
685.51,6,13.66,0.637,0.366,1,0,1,407,electronics,netbanking,0
1695.03,22,39.03,0.493,0.632,0,0,5,1335,grocery,upi,0
502.49,10,71.35,0.485,0.747,1,0,7,1671,electronics,card,0
1825.89,15,317.33,0.181,0.957,0,0,3,1989,electronics,upi,0
1904.28,16,23.73,0.346,0.422,1,0,6,1410,electronics,netbanking,0
59.31,15,115.24,0.727,0.648,1,0,3,808,travel,card,0
3605.82,14,37.42,0.541,0.393,1,0,4,1023,electronics,upi,1
52.06,11,130.63,0.529,0.738,1,1,8,283,travel,card,0
592.26,15,84.58,0.195,0.912,0,0,3,1277,gaming,card,0
3057.49,21,6.93,0.69,0.919,2,0,7,284,electronics,upi,0
798.48,9,62.83,0.392,0.157,0,0,3,527,travel,card,0
